"Incident_No","Date_Time_Of_Event","Dispatched_Time","Unit_On_The_Way_Time","Unit_On_Scene_TimeStamp","On_Scene_Unit","Cleared_TimeStamp","Unit_Count","Priority","Final_Incident_Type","Final_Incident_Category","Latitude","Longitude"
"F150189113","1/18/15 12:13 PM","1/18/15 12:17 PM","1/18/15 12:19 PM","1/18/15 12:21 PM","E1","1/18/15 12:26 PM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.3409280722","-121.900683688"
"F150189114","1/18/15 12:16 PM","1/18/15 12:18 PM","1/18/15 12:20 PM","1/18/15 12:28 PM","E13","1/18/15 12:29 PM","2","Priority 1","MEDICAL","Medical Only","37.3034565607","-121.869969515"
"F150189115","1/18/15 12:20 PM","1/18/15 12:21 PM","1/18/15 12:21 PM","1/18/15 12:24 PM","E8","1/18/15 12:32 PM","1","Priority 1","MEDICAL","Medical Only","37.3325059821","-121.884982192"
"F150189116","1/18/15 12:18 PM","1/18/15 12:21 PM","1/18/15 12:27 PM","1/18/15 12:23 PM","E18","1/18/15 12:28 PM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.2672868707","-121.834777208"
"F150189117","1/18/15 12:27 PM","1/18/15 12:28 PM","1/18/15 12:28 PM","1/18/15 12:32 PM","E6","1/18/15 12:46 PM","2","Priority 1","MEDICAL","Medical Only","37.3089472525","-121.900008233"
"F150189118","1/18/15 12:29 PM","1/18/15 12:30 PM","1/18/15 12:31 PM","1/18/15 12:35 PM","E22","1/18/15 12:50 PM","1","Priority 1","MEDICAL","Medical Only","37.2122839491","-121.85188433"
"F150189119","1/18/15 12:32 PM","1/18/15 12:33 PM","1/18/15 12:34 PM","1/18/15 12:37 PM","E18","1/18/15 12:55 PM","2","Priority 1","MEDICAL","Medical Only","37.2947332021","-121.846058083"
"F150189120","1/18/15 12:38 PM","1/18/15 12:38 PM","1/18/15 12:40 PM","1/18/15 12:43 PM","E1","1/18/15 1:44 PM","1","Priority 1","MEDICAL","Medical Only","37.3500938484","-121.898088562"
"F150189121","1/18/15 12:40 PM","1/18/15 12:41 PM","1/18/15 12:42 PM","1/18/15 12:46 PM","E19","1/18/15 12:47 PM","1","Priority 1","MEDICAL","Medical Only","37.3882798859","-121.862343942"
"F150189122","1/18/15 12:49 PM","1/18/15 12:50 PM","1/18/15 12:50 PM","1/18/15 12:56 PM","E6","1/18/15 1:07 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.2979998733","-121.879748419"
"F150189123","1/18/15 12:50 PM","1/18/15 12:52 PM","1/18/15 12:54 PM","1/18/15 12:57 PM","E3","1/18/15 12:59 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3231846816","-121.875148539"
"F150189124","1/18/15 1:03 PM","1/18/15 1:05 PM","1/18/15 1:06 PM","1/18/15 1:10 PM","T30","1/18/15 1:26 PM","2","Priority 1","MEDICAL","Good Intent Or Service","37.329443391","-121.89134436"
"F150189125","1/18/15 1:09 PM","1/18/15 1:11 PM","1/18/15 1:14 PM","","","1/18/15 1:18 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3433615191","-121.836073303"
"F150189126","1/18/15 1:15 PM","1/18/15 1:15 PM","1/18/15 1:16 PM","1/18/15 1:23 PM","S26","1/18/15 1:32 PM","2","Priority 1","MEDICAL","Uncategorized","37.3034565607","-121.869969515"
"F150189127","1/18/15 1:23 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3433615191","-121.836073303"
"F150189128","1/18/15 1:23 PM","1/18/15 1:24 PM","1/18/15 1:25 PM","1/18/15 1:28 PM","E5","1/18/15 1:38 PM","1","Priority 1","MEDICAL","Medical Only","37.3533694352","-121.903458037"
"F150189129","1/18/15 1:37 PM","1/18/15 1:38 PM","1/18/15 1:39 PM","1/18/15 1:43 PM","E2","1/18/15 1:53 PM","1","Priority 1","MEDICAL","Medical Only","37.3570209634","-121.819952692"
"F150189130","1/18/15 1:41 PM","1/18/15 1:41 PM","1/18/15 1:42 PM","1/18/15 1:47 PM","E16","1/18/15 1:59 PM","1","Priority 1","MEDICAL","Medical Only","37.3449216921","-121.844637674"
"F150189131","1/18/15 1:41 PM","1/18/15 1:42 PM","1/18/15 1:45 PM","1/18/15 1:48 PM","T2","1/18/15 2:08 PM","1","Priority 1","MEDICAL","Medical Only","37.357845389","-121.822232452"
"F150189132","1/18/15 1:42 PM","1/18/15 1:43 PM","1/18/15 1:45 PM","1/18/15 1:48 PM","E1","1/18/15 1:56 PM","2","Priority 2","MEDICAL","Medical Only","37.3483360955","-121.889572623"
"F150189133","1/18/15 1:47 PM","1/18/15 1:48 PM","1/18/15 1:49 PM","1/18/15 1:54 PM","U34B","1/18/15 2:08 PM","2","Priority 1","MEDICAL","Medical Only","37.3511357514","-121.859040387"
"F150189134","1/18/15 1:48 PM","1/18/15 1:49 PM","1/18/15 1:50 PM","1/18/15 1:56 PM","E14","1/18/15 2:16 PM","1","Priority 1","MEDICAL","Medical Only","37.3015447942","-121.952710283"
"F150189135","1/18/15 1:50 PM","1/18/15 1:52 PM","1/18/15 1:52 PM","1/18/15 1:56 PM","E2","1/18/15 2:08 PM","2","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3517980436","-121.823775919"
"F150189136","1/18/15 1:54 PM","1/18/15 1:55 PM","1/18/15 1:55 PM","1/18/15 2:01 PM","E4","1/18/15 2:14 PM","1","Priority 1","MEDICAL","Medical Only","37.2971238865","-121.923166382"
"F150189137","1/18/15 2:00 PM","1/18/15 2:01 PM","1/18/15 2:02 PM","1/18/15 2:04 PM","E12","1/18/15 5:27 PM","16","Priority 1","FIRE & Other","Structure Fire","37.2496693775","-121.846864307"
"F150189138","1/18/15 1:59 PM","1/18/15 2:02 PM","1/18/15 2:04 PM","","","1/18/15 2:07 PM","1","Priority 1","FIRE & Other","Good Intent Or Service","37.3343114213","-121.889197779"
"F150189142","1/18/15 2:10 PM","1/18/15 2:11 PM","1/18/15 2:12 PM","1/18/15 2:19 PM","E27","1/18/15 2:28 PM","2","Priority 1","MEDICAL","Medical Only","37.2527948165","-121.814590915"
"F150189143","1/18/15 2:21 PM","1/18/15 2:23 PM","1/18/15 2:24 PM","1/18/15 2:29 PM","E3","1/18/15 2:38 PM","1","Priority 1","MEDICAL","Uncategorized","37.3121713294","-121.872648307"
"F150189144","1/18/15 2:33 PM","1/18/15 2:34 PM","1/18/15 2:35 PM","1/18/15 2:39 PM","E16","1/18/15 2:41 PM","1","Priority 1","MEDICAL","Medical Only","37.364540193","-121.851175551"
"F150189145","1/18/15 2:34 PM","1/18/15 2:36 PM","1/18/15 2:38 PM","1/18/15 2:42 PM","E3","1/18/15 2:48 PM","2","Priority 1","MEDICAL","Good Intent Or Service","37.3231846816","-121.875148539"
"F150189146","1/18/15 2:44 PM","1/18/15 2:45 PM","1/18/15 2:46 PM","","","1/18/15 2:59 PM","2","Priority 2","MEDICAL","Good Intent Or Service","37.3106309732","-121.878470704"
"F150189147","1/18/15 2:46 PM","1/18/15 2:47 PM","1/18/15 2:48 PM","1/18/15 3:02 PM","E31","1/18/15 3:19 PM","3","Priority 2","MEDICAL","Medical Only","37.2843468162","-121.74439187"
"F150189148","1/18/15 2:49 PM","1/18/15 2:50 PM","1/18/15 2:51 PM","1/18/15 2:55 PM","E11","1/18/15 3:19 PM","3","Priority 1","MEDICAL","Medical Only","37.2849584731","-121.754777381"
"F150189149","1/18/15 2:59 PM","1/18/15 3:05 PM","1/18/15 3:06 PM","1/18/15 3:11 PM","E25","1/18/15 6:40 PM","9","Priority 2","FIRE & Other","Rescue, Haz-Mat, USAR & Non-Fire Hazards","37.4292012409","-121.979142677"
"F150189150","1/18/15 3:02 PM","1/18/15 3:02 PM","1/18/15 3:04 PM","1/18/15 3:10 PM","E9","1/18/15 3:22 PM","1","Priority 1","MEDICAL","Medical Only","37.2826844397","-121.865743604"
"F150189151","1/18/15 3:07 PM","1/18/15 3:15 PM","1/18/15 3:17 PM","1/18/15 3:26 PM","E1","1/18/15 3:26 PM","1","Priority 1","MEDICAL","Medical Only","37.3702288445","-121.910766509"
"F150189154","1/18/15 3:22 PM","1/18/15 3:23 PM","1/18/15 3:24 PM","","","1/18/15 3:25 PM","2","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2307697564","-121.799675391"
"F150189155","1/18/15 3:22 PM","1/18/15 3:24 PM","1/18/15 3:24 PM","1/18/15 3:27 PM","S18","1/18/15 3:41 PM","2","Priority 1","MEDICAL","Medical Only","37.30478702","-121.811019552"
"F150189156","1/18/15 3:24 PM","1/18/15 3:26 PM","1/18/15 3:27 PM","1/18/15 3:34 PM","E31","1/18/15 3:45 PM","1","Priority 2","MEDICAL","Medical Only","37.3154457636","-121.805454796"
"F150189157","1/18/15 3:28 PM","1/18/15 3:29 PM","1/18/15 3:31 PM","1/18/15 3:37 PM","E27","1/18/15 3:41 PM","2","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2368733066","-121.830606803"
"F150189158","1/18/15 3:46 PM","1/18/15 3:47 PM","","1/18/15 3:48 PM","E21","1/18/15 4:02 PM","1","Priority 1","MEDICAL","Medical Only","37.3469786646","-121.816478608"
"F150189159","1/18/15 3:46 PM","1/18/15 3:49 PM","1/18/15 3:50 PM","1/18/15 3:57 PM","E3","1/18/15 4:01 PM","1","Priority 1","MEDICAL","Medical Only","37.3285880519","-121.884890557"
"F150189160","1/18/15 3:50 PM","1/18/15 3:52 PM","1/18/15 3:54 PM","1/18/15 3:57 PM","E1","1/18/15 4:00 PM","1","Priority 1","FIRE & Other","Good Intent Or Service","37.3185198881","-121.889614103"
"F150189161","1/18/15 3:57 PM","1/18/15 3:57 PM","1/18/15 3:59 PM","1/18/15 4:03 PM","E16","1/18/15 4:14 PM","1","Priority 1","MEDICAL","Medical Only","37.3585677123","-121.862254083"
"F150189162","1/18/15 3:57 PM","1/18/15 3:58 PM","1/18/15 3:59 PM","1/18/15 4:01 PM","E2","1/18/15 4:21 PM","2","Priority 1","MEDICAL","Medical Only","37.3662117791","-121.834684807"
"F150189163","1/18/15 4:02 PM","1/18/15 4:03 PM","1/18/15 4:06 PM","1/18/15 4:08 PM","E1","1/18/15 4:17 PM","1","Priority 2","MEDICAL","Medical Only","37.3445970384","-121.896855046"
"F150189164","1/18/15 4:05 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3445970384","-121.896855046"
"F150189166","1/18/15 4:15 PM","1/18/15 4:15 PM","1/18/15 4:17 PM","1/18/15 4:20 PM","E6","1/18/15 4:35 PM","1","Priority 1","MEDICAL","Medical Only","37.2902813269","-121.903657824"
"F150189167","1/18/15 4:16 PM","1/18/15 4:18 PM","1/18/15 4:20 PM","1/18/15 4:23 PM","T16","1/18/15 4:40 PM","1","Priority 1","MEDICAL","Medical Only","37.3373068172","-121.826902281"
"F150189168","1/18/15 4:25 PM","1/18/15 4:26 PM","1/18/15 4:30 PM","1/18/15 4:31 PM","E22","1/18/15 4:43 PM","1","Priority 1","MEDICAL","Medical Only","37.2215963514","-121.850881933"
"F150189169","1/18/15 4:30 PM","1/18/15 4:31 PM","1/18/15 4:33 PM","1/18/15 4:38 PM","E10","1/18/15 4:50 PM","1","Priority 1","MEDICAL","Medical Only","37.297791905","-121.949933321"
"F150189170","1/18/15 4:33 PM","1/18/15 4:33 PM","1/18/15 4:35 PM","1/18/15 4:37 PM","E9","1/18/15 5:12 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.2668153178","-121.908270786"
"F150189171","1/18/15 4:43 PM","1/18/15 4:43 PM","1/18/15 4:45 PM","","","1/18/15 4:54 PM","3","Priority 2","MEDICAL","Medical Only","37.3509466394","-121.836357752"
"F150189172","1/18/15 4:52 PM","1/18/15 4:52 PM","1/18/15 4:54 PM","1/18/15 5:00 PM","S26","1/18/15 5:15 PM","1","Priority 1","MEDICAL","Uncategorized","37.2947332021","-121.846058083"
"F150189173","1/18/15 5:03 PM","1/18/15 5:04 PM","1/18/15 5:05 PM","1/18/15 5:08 PM","E8","1/18/15 5:36 PM","1","Priority 1","MEDICAL","Medical Only","37.3440416381","-121.864846238"
"F150189174","1/18/15 5:04 PM","1/18/15 5:05 PM","1/18/15 5:07 PM","1/18/15 5:10 PM","E1","1/18/15 5:32 PM","1","Priority 1","MEDICAL","Medical Only","37.3346969683","-121.886618427"
"F150189175","1/18/15 5:15 PM","1/18/15 5:15 PM","1/18/15 5:17 PM","1/18/15 5:26 PM","E18","1/18/15 5:44 PM","1","Priority 1","MEDICAL","Medical Only","37.2351364975","-121.833768614"
"F150189176","1/18/15 5:25 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2859523416","-121.979726537"
"F150189177","1/18/15 5:25 PM","1/18/15 5:26 PM","1/18/15 5:27 PM","1/18/15 5:32 PM","E4","1/18/15 5:43 PM","1","Priority 1","MEDICAL","Medical Only","37.312498265","-121.938697222"
"F150189178","1/18/15 5:25 PM","1/18/15 5:25 PM","1/18/15 5:26 PM","1/18/15 5:31 PM","E14","1/18/15 5:32 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2859523416","-121.979726537"
"F150189179","1/18/15 5:31 PM","1/18/15 5:32 PM","1/18/15 5:32 PM","1/18/15 5:32 PM","E10","1/18/15 5:45 PM","1","Priority 1","MEDICAL","Medical Only","37.3194834089","-121.94876903"
"F150189180","1/18/15 5:35 PM","1/18/15 5:36 PM","1/18/15 5:36 PM","1/18/15 5:36 PM","E1","1/18/15 6:02 PM","1","Priority 1","MEDICAL","Medical Only","37.3369705776","-121.894265322"
"F150189181","1/18/15 5:37 PM","1/18/15 5:38 PM","1/18/15 5:39 PM","1/18/15 5:45 PM","E31","1/18/15 5:56 PM","1","Priority 1","MEDICAL","Medical Only","37.3235877859","-121.801716982"
"F150189182","1/18/15 5:41 PM","1/18/15 5:41 PM","1/18/15 5:44 PM","1/18/15 5:45 PM","T9","1/18/15 5:46 PM","2","Priority 1","MEDICAL","Medical Only","37.2594285656","-121.921976389"
"F150189183","1/18/15 5:42 PM","1/18/15 5:42 PM","1/18/15 5:44 PM","1/18/15 5:50 PM","S18","1/18/15 5:51 PM","1","Priority 1","MEDICAL","Medical Only","37.3139658179","-121.791524037"
"F150189196","1/18/15 6:43 PM","1/18/15 6:44 PM","1/18/15 6:45 PM","1/18/15 6:49 PM","E5","1/18/15 6:56 PM","1","Priority 1","MEDICAL","Medical Only","37.356405408","-121.89701337"
"F150189197","1/18/15 6:47 PM","1/18/15 6:48 PM","1/18/15 6:49 PM","1/18/15 6:54 PM","E17","1/18/15 7:10 PM","1","Priority 1","MEDICAL","Medical Only","37.2535577644","-121.90192118"
"F150189198","1/18/15 6:50 PM","1/18/15 6:51 PM","1/18/15 6:52 PM","1/18/15 7:00 PM","E26","1/18/15 7:14 PM","2","Priority 1","MEDICAL","Medical Only","37.2929187062","-121.869608611"
"F150189199","1/18/15 6:53 PM","1/18/15 6:53 PM","1/18/15 6:56 PM","","","1/18/15 7:00 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3267587911","-121.817258279"
"F150189200","1/18/15 6:56 PM","1/18/15 6:57 PM","1/18/15 6:58 PM","1/18/15 7:05 PM","E10","1/18/15 7:13 PM","2","Priority 1","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.3063127218","-121.954541435"
"F150189201","1/18/15 7:02 PM","1/18/15 7:04 PM","1/18/15 7:05 PM","1/18/15 7:11 PM","E8","1/18/15 7:48 PM","4","Priority 1","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.3562757645","-121.868644474"
"F150189202","1/18/15 7:03 PM","1/18/15 7:05 PM","1/18/15 7:06 PM","1/18/15 7:10 PM","E24","1/18/15 7:25 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3003951177","-121.820916495"
"F150189203","1/18/15 7:10 PM","1/18/15 7:11 PM","1/18/15 7:12 PM","1/18/15 7:17 PM","E3","1/18/15 7:34 PM","1","Priority 1","MEDICAL","Medical Only","37.333047144","-121.879612792"
"F150189204","1/18/15 7:10 PM","1/18/15 7:12 PM","1/18/15 7:13 PM","1/18/15 7:18 PM","E11","1/18/15 7:29 PM","1","Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.283912038","-121.750530995"
"F150189205","1/18/15 7:48 PM","1/18/15 7:48 PM","1/18/15 7:49 PM","1/18/15 7:56 PM","E1","1/18/15 8:08 PM","1","Priority 2","MEDICAL","Medical Only","37.3491052191","-121.891112505"
"F150189206","1/18/15 7:49 PM","1/18/15 7:49 PM","1/18/15 7:52 PM","1/18/15 7:56 PM","T16","1/18/15 7:57 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3191501769","-121.822831033"
"F150189207","1/18/15 7:56 PM","1/18/15 7:57 PM","1/18/15 7:57 PM","1/18/15 8:02 PM","E3","1/18/15 8:40 PM","1","Priority 1","MEDICAL","Medical Only","37.3315037105","-121.855481555"
"F150189208","1/18/15 7:55 PM","1/18/15 7:56 PM","1/18/15 7:57 PM","1/18/15 8:03 PM","E4","1/18/15 8:20 PM","1","Priority 1","MEDICAL","Medical Only","37.3139525314","-121.939750317"
"F150189209","1/18/15 7:57 PM","1/18/15 7:58 PM","1/18/15 8:00 PM","1/18/15 8:05 PM","E10","1/18/15 8:26 PM","1","Priority 1","MEDICAL","Medical Only","37.2959869659","-121.954440827"
"F150189210","1/18/15 8:06 PM","1/18/15 8:06 PM","1/18/15 8:08 PM","1/18/15 8:11 PM","T30","1/18/15 8:28 PM","1","Priority 1","MEDICAL","Medical Only","37.3197571024","-121.890307831"
"F150189211","1/18/15 8:07 PM","1/18/15 8:07 PM","1/18/15 8:09 PM","1/18/15 8:13 PM","E31","1/18/15 8:28 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3249177694","-121.796957358"
"F150189212","1/18/15 8:07 PM","1/18/15 8:08 PM","1/18/15 8:10 PM","1/18/15 8:15 PM","E13","1/18/15 8:31 PM","2","Priority 1","MEDICAL","Medical Only","37.282185834","-121.861670944"
"F150189213","1/18/15 8:08 PM","1/18/15 8:09 PM","1/18/15 8:10 PM","1/18/15 8:13 PM","T35","1/18/15 8:34 PM","10","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.2683005429","-121.796541616"
"F150189214","1/18/15 8:09 PM","1/18/15 8:10 PM","1/18/15 8:11 PM","1/18/15 8:19 PM","S18","1/18/15 8:36 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3206659766","-121.803547191"
"F150189215","1/18/15 8:14 PM","1/18/15 8:15 PM","1/18/15 8:17 PM","1/18/15 8:22 PM","E2","1/18/15 8:33 PM","2","Priority 1","MEDICAL","Medical Only","37.3526390807","-121.824360952"
"F150189216","1/18/15 8:21 PM","1/18/15 8:21 PM","1/18/15 8:22 PM","1/18/15 8:26 PM","E19","1/18/15 9:00 PM","2","Priority 1","MEDICAL","Medical Only","37.3808219778","-121.837713886"
"F150189217","1/18/15 8:22 PM","1/18/15 8:24 PM","","","","1/18/15 8:26 PM","1","Priority 1","MEDICAL","Uncategorized","37.3641915268","-121.849085548"
"F150189218","1/18/15 8:23 PM","1/18/15 8:25 PM","1/18/15 8:25 PM","1/18/15 8:30 PM","E26","1/18/15 8:40 PM","2","Priority 1","MEDICAL","Medical Only","37.2969581426","-121.838715919"
"F150189219","1/18/15 8:25 PM","1/18/15 8:26 PM","1/18/15 8:28 PM","1/18/15 8:31 PM","E16","1/18/15 9:12 PM","1","Priority 1","MEDICAL","Medical Only","37.3595733677","-121.864598349"
"F150189220","1/18/15 8:26 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3192603318","-122.054483624"
"F150189221","1/18/15 8:31 PM","1/18/15 8:33 PM","1/18/15 8:33 PM","1/18/15 8:38 PM","E2","1/18/15 8:57 PM","2","Priority 1","MEDICAL","Medical Only","37.3641915268","-121.849085548"
"F150189222","1/18/15 8:38 PM","1/18/15 8:38 PM","1/18/15 8:41 PM","1/18/15 8:45 PM","T2","1/18/15 9:08 PM","1","Priority 1","MEDICAL","Medical Only","37.3825490871","-121.835025518"
"F150189223","1/18/15 8:45 PM","1/18/15 8:45 PM","1/18/15 8:46 PM","1/18/15 8:49 PM","E9","1/18/15 9:02 PM","1","Priority 1","MEDICAL","Uncategorized","37.2565172893","-121.914166821"
"F150189224","1/18/15 8:49 PM","1/18/15 8:49 PM","1/18/15 8:50 PM","","","1/18/15 8:51 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3438428743","-121.868841637"
"F150189225","1/18/15 8:47 PM","1/18/15 8:52 PM","1/18/15 8:53 PM","1/18/15 9:03 PM","S30","1/18/15 9:16 PM","1","Priority 2","FIRE & Other","Uncategorized","37.3030521745","-121.884341658"
"F150189226","1/18/15 8:52 PM","1/18/15 8:53 PM","1/18/15 8:54 PM","1/18/15 9:00 PM","E13","1/18/15 9:10 PM","2","Priority 1","MEDICAL","Medical Only","37.2784270898","-121.887455198"
"F150189227","1/18/15 8:58 PM","1/18/15 8:59 PM","1/18/15 9:01 PM","1/18/15 9:03 PM","E4","1/18/15 9:32 PM","1","Priority 1","MEDICAL","Medical Only","37.3077246751","-121.915572796"
"F150189228","1/18/15 8:58 PM","1/18/15 9:00 PM","1/18/15 9:02 PM","1/18/15 9:05 PM","CNTE81","1/18/15 9:17 PM","2","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2725442251","-121.935583165"
"F150189229","1/18/15 9:00 PM","1/18/15 9:01 PM","1/18/15 9:01 PM","","","1/18/15 9:05 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3065781906","-121.913621494"
"F150189230","1/18/15 9:03 PM","1/18/15 9:03 PM","1/18/15 9:05 PM","1/18/15 9:09 PM","E12","1/18/15 9:21 PM","1","Priority 1","MEDICAL","Medical Only","37.2469356506","-121.865504545"
"F150189231","1/18/15 9:07 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3594372231","-121.818408425"
"F150189232","1/18/15 9:08 PM","1/18/15 9:08 PM","1/18/15 9:10 PM","1/18/15 9:14 PM","T2","1/18/15 9:26 PM","3","Priority 1","MEDICAL","Medical Only","37.3594372231","-121.818408425"
"F150189233","1/18/15 9:08 PM","1/18/15 9:09 PM","1/18/15 9:10 PM","1/18/15 9:15 PM","E26","1/18/15 9:27 PM","2","Priority 1","MEDICAL","Medical Only","37.332186464","-121.849515691"
"F150189234","1/18/15 9:10 PM","1/18/15 9:11 PM","1/18/15 9:13 PM","1/18/15 9:18 PM","T16","1/18/15 9:37 PM","1","Priority 1","MEDICAL","Medical Only","37.3154931067","-121.815710121"
"F150189235","1/18/15 9:26 PM","1/18/15 9:27 PM","1/18/15 9:28 PM","1/18/15 9:33 PM","E18","1/18/15 9:49 PM","1","Priority 1","MEDICAL","Medical Only","37.2647148901","-121.845977803"
"F150189236","1/18/15 9:31 PM","1/18/15 9:32 PM","1/18/15 9:36 PM","1/18/15 9:43 PM","E25","1/18/15 9:53 PM","1","Priority 1","MEDICAL","Medical Only","37.4157451995","-121.964095447"
"F150189237","1/18/15 9:35 PM","1/18/15 9:36 PM","1/18/15 9:38 PM","1/18/15 9:43 PM","E12","1/18/15 10:40 PM","5","Priority 1","FIRE & Other","Vehicle / Aircraft Fires","37.2583559467","-121.823296856"
"F150189238","1/18/15 9:43 PM","1/18/15 9:44 PM","1/18/15 9:45 PM","1/18/15 9:51 PM","E2","1/18/15 10:03 PM","2","Priority 1","MEDICAL","Medical Only","37.3761358283","-121.844341094"
"F150189239","1/18/15 9:55 PM","1/18/15 9:56 PM","1/18/15 9:57 PM","1/18/15 10:02 PM","E6","1/18/15 10:22 PM","1","Priority 1","MEDICAL","Uncategorized","37.2926736419","-121.891867645"
"F150189240","1/18/15 9:58 PM","1/18/15 9:59 PM","1/18/15 10:00 PM","1/18/15 10:07 PM","E27","1/18/15 10:48 PM","2","Priority 1 or Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.1909939501","-121.731798616"
"F150189241","1/18/15 10:02 PM","1/18/15 10:03 PM","1/18/15 10:05 PM","1/18/15 10:07 PM","E31","1/18/15 10:20 PM","1","Priority 1","MEDICAL","Medical Only","37.3203467351","-121.772264306"
"F150189242","1/18/15 10:09 PM","1/18/15 10:09 PM","1/18/15 10:11 PM","1/18/15 10:15 PM","E17","1/18/15 10:27 PM","1","Priority 2","MEDICAL","Medical Only","37.2422521715","-121.897169019"
"F150189243","1/18/15 10:11 PM","1/18/15 10:13 PM","1/18/15 10:15 PM","1/18/15 10:20 PM","E1","1/18/15 10:26 PM","1","Priority 2","MEDICAL","Medical Only","37.3376699529","-121.887401066"
"F150189244","1/18/15 10:15 PM","1/18/15 10:16 PM","1/18/15 10:17 PM","1/18/15 10:23 PM","E22","1/18/15 10:44 PM","1","Priority 1","MEDICAL","Medical Only","37.2072299753","-121.869636854"
"F150189245","1/18/15 10:17 PM","1/18/15 10:18 PM","1/18/15 10:18 PM","1/18/15 10:25 PM","E13","1/18/15 10:52 PM","2","Priority 1","MEDICAL","Medical Only","37.2494652997","-121.893755249"
"F150189246","1/18/15 10:18 PM","1/18/15 10:19 PM","1/18/15 10:19 PM","1/18/15 10:25 PM","E18","1/18/15 10:45 PM","1","Priority 1","MEDICAL","Medical Only","37.2647148901","-121.845977803"
"F150189247","1/18/15 10:18 PM","1/18/15 10:20 PM","1/18/15 10:21 PM","1/18/15 10:26 PM","E15","1/18/15 10:41 PM","1","Priority 1","MEDICAL","Medical Only","37.2936719246","-121.999044397"
"F150189248","1/18/15 10:30 PM","1/18/15 10:31 PM","1/18/15 10:33 PM","1/18/15 10:38 PM","E16","1/18/15 10:43 PM","1","Priority 1","MEDICAL","Medical Only","37.3726287816","-121.872572584"
"F150189249","1/18/15 10:34 PM","1/18/15 10:34 PM","1/18/15 10:35 PM","1/18/15 10:42 PM","E3","1/18/15 10:50 PM","1","Priority 1","MEDICAL","Medical Only","37.3296076315","-121.886861968"
"F150189250","1/18/15 10:37 PM","1/18/15 10:38 PM","1/18/15 10:39 PM","1/18/15 10:42 PM","E10","1/18/15 11:05 PM","1","Priority 1","MEDICAL","Medical Only","37.3233371706","-121.932838633"
"F150189251","1/18/15 10:39 PM","1/18/15 10:40 PM","1/18/15 10:41 PM","1/18/15 10:44 PM","E8","1/18/15 10:50 PM","1","Priority 1","MEDICAL","Medical Only","37.3401331759","-121.880618302"
"F150189252","1/18/15 10:44 PM","1/18/15 10:44 PM","1/18/15 10:46 PM","1/18/15 10:52 PM","E31","1/18/15 11:04 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3157042893","-121.800811712"
"F150189253","1/18/15 10:55 PM","1/18/15 10:56 PM","1/18/15 10:58 PM","1/18/15 11:00 PM","E19","1/18/15 11:20 PM","2","Priority 1","MEDICAL","Medical Only","37.3922500833","-121.852743621"
"F150189254","1/18/15 11:00 PM","1/18/15 11:01 PM","1/18/15 11:03 PM","1/18/15 11:10 PM","T35","1/18/15 11:36 PM","1","Priority 1","MEDICAL","Medical Only","37.2530852141","-121.799884876"
"F150189255","1/18/15 11:01 PM","1/18/15 11:02 PM","1/18/15 11:04 PM","1/18/15 11:09 PM","E13","1/18/15 11:11 PM","2","Priority 2","FIRE & Other","Other Fires","37.273402731","-121.885885393"
"F150189256","1/18/15 11:21 PM","1/18/15 11:21 PM","1/18/15 11:23 PM","1/18/15 11:27 PM","E8","1/18/15 11:38 PM","1","Priority 1","MEDICAL","Medical Only","37.3377919008","-121.860982055"
